"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22","WV03"
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-13",,,,"0.00","0.0","0.0",,"67","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-14",,,,"0.00","0.0","0.0",,"73","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-15",,,,"0.00","0.0","0.0",,"66","47",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-16",,,,"0.00","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-17",,,,"0.00","0.0","0.0",,"71","56",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-18",,,,"0.00","0.0","0.0",,"66","53",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-19",,,,"0.00","0.0","0.0",,"67","47",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-20",,,,"0.08","0.0","0.0",,"60","50",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-21",,,,"0.00","0.0","0.0",,"59","50",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-22",,,,"0.97","0.0","0.0",,"53","42",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-23",,,,"0.00","0.0","0.0",,"60","40",,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-24",,,,"0.00","0.0","0.0",,"58","37",,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-25",,,,"0.00","0.0","0.0",,"62","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-26",,,,"0.00","0.0","0.0",,"63","45",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-27",,,,"0.00","0.0","0.0",,"65","39",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-28",,,,"0.00","0.0","0.0",,"66","37",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-29",,,,"0.00","0.0","0.0",,"70","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-09-30",,,,"0.00","0.0","0.0",,"60","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-01",,,,"0.00","0.0","0.0",,"55","43",,,,,,"    1","    1",,,,,,"    1",,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-02",,,,"0.00","0.0","0.0",,"65","40",,,,,,"    1","    1",,,,,,"    1",,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-03",,,,"0.00","0.0","0.0",,"65","44",,,,,,"    1","    1",,,,,,"    1",,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-04",,,,"0.05","0.0","0.0",,"63","53",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-05",,,,"0.00","0.0","0.0",,"64","43",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-06",,,,"0.10","0.0","0.0",,"64","48",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-07",,,,"0.12","0.0","0.0",,"73","61",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-08",,,,"0.41","0.0","0.0",,"69","58",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-09",,,,"0.02","0.0","0.0",,"64","57",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-10",,,,"0.97","0.0","0.0",,"57","50",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-11",,,,"0.00","0.0","0.0",,"57","49",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-12",,,,"0.20","0.0","0.0",,"56","49",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-13",,,,"0.10","0.0","0.0",,"50","45",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-14",,,,"0.09","0.0","0.0",,"50","35",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-15",,,,"0.00","0.0","0.0",,"48","31",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-16",,,,"0.00","0.0","0.0",,"52","30",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-17",,,,"0.00","0.0","0.0",,"49","30",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-18",,,,"0.00","0.0","0.0",,"52","34",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-19",,,,"0.00","0.0","0.0",,"55","33",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-20",,,,"0.00","0.0","0.0",,"50","39",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-21",,,,"0.00","0.0","0.0",,"53","33",,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-22",,,,"0.00","0.0","0.0",,"52","29",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-23",,,,"0.08","0.0","0.0",,"46","38",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-24",,,,"0.16","0.0","0.0",,"52","45",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-25",,,,"0.51","0.0","0.0",,"53","45",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-26",,,,"0.83","0.0","0.0",,"46","39",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-27",,,,"0.36","0.0","0.0",,"47","40",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-28",,,,"0.08","0.0","0.0",,"46","36",,,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-29",,,,"0.03","0.0","0.0",,"43","35",,,,,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-30",,,,"0.02","0.0","0.0",,"42","26",,,,,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-10-31",,,,"0.00","0.0","0.0",,"31","20",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-01",,,,"0.48","1.3","0.0",,"45","27",,,,,,"    1",,,,,,,,,,,,"    1",,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-02",,,,"0.70","0.0","0.0",,"53","33",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-03",,,,"0.34","0.0","0.0",,"50","48",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-04",,,,"0.24","0.0","0.0",,"50","42",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-05",,,,"0.00","0.0","0.0",,"53","37",,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-06",,,,"0.12","0.0","0.0",,"54","46",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-07",,,,"0.03","0.0","0.0",,"51","46",,,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-08",,,,"0.27","0.0","0.0",,"50","42",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-09",,,,"0.03","0.0","0.0",,"50","42",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-10",,,,"0.34","0.0","0.0",,"52","42",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-11",,,,"0.15","0.0","0.0",,"49","45",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-12",,,,"0.28","0.0","0.0",,"59","45",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-13",,,,"0.03","0.0","0.0",,"47","40",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-14",,,,"0.00","0.0","0.0",,"48","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-15",,,,"0.00","0.0","0.0",,"46","31",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-16",,,,"0.00","0.0","0.0",,"49","30",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-17",,,,"0.03","0.0","0.0",,"56","34",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-18",,,,"0.15","0.0","0.0",,"56","48",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-19",,,,"0.15","0.0","0.0",,"52","43",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-20",,,,"0.00","0.0","0.0",,"47","37",,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-21",,,,"0.00","0.0","0.0",,"45","30",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-22",,,,"0.06","0.0","0.0",,"45","32",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-23",,,,"0.55","0.0","0.0",,"55","39",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-24",,,,"0.21","0.0","0.0",,"43","36",,,,,,"    1",,"    1",,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-25",,,,"0.04","0.0","0.0",,"43","39",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-26",,,,"0.03","0.0","0.0",,"43","36",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-27",,,,"0.58","0.0","0.0",,"46","34",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-28",,,,"0.25","0.0","0.0",,"45","39",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-29",,,,"0.30","0.0","0.0",,"42","39",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-11-30",,,,"0.01","0.0","0.0",,"42","39",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-01",,,,"0.00","0.0","0.0",,"40","30",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-02",,,,"0.00","0.0","0.0",,"38","29",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-03",,,,"0.00","0.0","0.0",,"39","24",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-04",,,,"0.00","0.0","0.0",,"39","23",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-05",,,,"0.00","0.0","0.0",,"39","23",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-06",,,,"0.00","0.0","0.0",,"42","22",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-07",,,,"0.24","0.0","0.0",,"49","36",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-08",,,,"0.38","0.0","0.0",,"45","33",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-09",,,,"0.00","0.0","0.0",,"41","33",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-10",,,,"0.02","0.0","0.0",,"40","32",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-11",,,,"0.06","0.0","0.0",,"37","36",,,,,,,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-12",,,,"0.42","0.0","0.0",,"39","32",,,,,,"    1",,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-13",,,,"0.07","0.0","0.0",,"42","35",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-14",,,,"0.96","0.0","0.0",,"44","37",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-15",,,,"0.05","0.0","0.0",,"39","32",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-16",,,,"0.00","0.0","0.0",,"32","30",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-17",,,,"0.00","0.0","0.0",,"30","21",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-18",,,,"0.00","0.0","0.0",,"27","15",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-19",,,,"0.00","0.0","0.0",,"29","15",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-20",,,,"0.21","2.0","0.0",,"32","26",,,,,,"    1",,,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-21",,,,"0.14","0.0","1.0",,"42","31",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-22",,,,"0.20","0.0","0.0",,"43","40",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-23",,,,"0.00","0.0","0.0",,"43","25",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-24",,,,"0.01","0.0","0.0",,"39","25",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-25",,,,"0.02","0.0","0.0",,"40","32",,,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-26",,,,"0.06","0.0","0.0",,"39","33",,,,,,"    1",,,,,"    1",,,,,"    1",,"    1","    1","    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-27",,,,"0.02","0.0","0.0",,"35","27",,,,,,"    1",,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-28",,,,"0.46","7.5","2.0",,"33","21",,,,,,"    1",,,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-29",,,,"0.49","4.7","6.0",,"22","16",,,,,,"    1",,,,,,,,"    1",,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-30",,,,"0.16","1.6","12.0",,"20","15",,,,,,,,,,,,,,"    1",,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1984-12-31",,,,"0.00","0.0","11.0",,"21","12",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-01",,,,"0.00","0.0","5.0",,"25","13",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-02",,,,"0.00","0.0","5.0",,"34","20",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-03",,,,"0.00","0.0","3.0",,"39","24",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-04",,,,"0.00","0.0","2.0",,"42","24",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-05",,,,"0.00","0.0","2.0",,"46","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-06",,,,"0.00","0.0","1.0",,"39","24",,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-07",,,,"0.00","0.0","1.0",,"42","28",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-08",,,,"0.00","0.0","1.0",,"39","22",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-09",,,,"0.00","0.0","1.0",,"38","23",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-10",,,,"0.00","0.0","1.0",,"32","25",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-11",,,,"0.00","0.0","1.0",,"37","21",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-12",,,,"0.00","0.0","1.0",,"40","28",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-13",,,,"0.00","0.0","1.0",,"39","28",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-14",,,,"0.05","0.0","0.0",,"47","35",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-15",,,,"0.00","0.0","0.0",,"46","35",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-16",,,,"0.00","0.0","0.0",,"46","32",,,,,,"    1",,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-17",,,,"0.31","0.0","0.0",,"42","35",,,,,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-18",,,,"0.02","0.0","0.0",,"46","42",,,,,,"    1","    1",,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-19",,,,"0.29","0.0","0.0",,"45","42",,,,,,"    1","    1",,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-20",,,,"0.10","0.0","0.0",,"45","35",,,,,,"    1","    1",,,,,,,,,"    1",,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-21",,,,"0.00","0.0","0.0",,"39","34",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-22",,,,"0.00","0.0","0.0",,"40","28",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-23",,,,"0.00","0.0","0.0",,"36","24",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-24",,,,"0.00","0.0","0.0",,"39","28",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-25",,,,"0.00","0.0","0.0",,"43","25",,,,,,"    1",,,,,,,"    1",,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-26",,,,"0.00","0.0","0.0",,"35","24",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-27",,,,"0.00","0.0","0.0",,"39","24",,,,,,"    1","    1",,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-28",,,,"0.00","0.0","0.0",,"39","18",,,,,,"    1",,,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-29",,,,"0.00","0.0","0.0",,"46","25",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-30",,,,"0.00","0.0","0.0",,"33","21",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-01-31",,,,"0.00","0.0","0.0",,"44","22",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-01",,,,"0.25","2.5","0.0",,"40","30",,,,,,"    1",,,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-02",,,,"0.00","0.0","1.0",,"35","29",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-03",,,,"0.00","0.0","1.0",,"35","20",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-04",,,,"0.03","0.0","0.0",,"35","17",,,,,,"    1",,,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-05",,,,"0.09","1.0","1.0",,"39","25",,,,,,"    1",,,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-06",,,,"0.09","0.8","1.0",,"45","29",,,,,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-07",,,,"0.00","0.0","0.0",,"40","27",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-08",,,,"0.00","0.0","0.0",,"35","25",,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-09",,,,"0.33","3.0","0.0",,"35","25",,,,,,,,,,,,,,,,,,,,"    1",,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-10",,,,"0.02","0.0","2.0",,"42","35",,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","1985-02-11",,,,"0.28","0.0","0.0",,"47","42",,,,,,"    1",,,,,,,,,,,,"    1",,,,,
