"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22","WV03"
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-19","10.74"," 2343"," 1144","0.04",,,"52","62","42","    0","  170","  190","21.9","30.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-20","12.75"," 0813"," 0812","0.03",,,"53","59","47","    0","  160","  170","23.0","30.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-21","6.93"," 1502"," 1356","0.00",,,"52","62","42","    0","  290","  330","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-22","4.92"," 1026"," 1114","0.00",,,"53","65","41","    0","  180","  190","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-23","8.50"," 1128"," 1106","0.13",,,"52","58","45","    0","  170","  170","19.9","25.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-24","5.59"," 1107"," 1226","0.00",,,"49","58","40","    0","  180","  180","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-25","4.70"," 0816"," 0816","0.00",,,"51","64","38","    0","   30","   30","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-26","3.58"," 1227"," 1220","0.00",,,"56","72","40","    0","  280","  280","10.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-27","10.74"," 0729"," 0728","0.04",,,"52","59","44","    0","  190","  180","23.0","30.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-28","3.58"," 1255"," 1255","0.00",,,"51","65","36","    0","  290","  280","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-29","2.91"," 1244"," 1349","0.00",,,"51","67","35","    0","  260","  260","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-04-30","2.24"," 1155"," 1154","0.00",,,"58","75","40","    0","  290","  280","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-01","4.70"," 1943"," 1955","0.01",,,"60","74","45","    0","  190","  180","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-02","8.05"," 0933"," 1105","0.00",,,"57","64","50","    0","  180","  180","17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-03","5.37"," 0859"," 0401","0.01",,,"56","64","48","    0","  180","  170","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-04","7.61"," 1836"," 1923","0.10",,,"54","57","50",,"  180","  180","16.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-05","6.71"," 0710"," 1001","0.07",,,"56","72","39","    0","  170","  180","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-06","4.25"," 1343"," 1209","0.00",,,"50","62","37","    0","  280","  310","12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-07","3.13"," 2350"," 2349","0.05",,,"53","61","45","    0","  190","  190","8.9","12.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-08","8.05"," 2101"," 2100","0.01",,,"58","65","51","    0","  190","  180","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-09","7.61"," 0907"," 0906","0.00",,,"55","64","46",,"  190","  190","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-10","5.14"," 1415"," 1415","0.09",,,"52","56","47",,"  160","  160","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-11","5.59"," 1323"," 2249","0.07",,,"53","65","41",,"  290","  160","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-12","6.71"," 1548"," 1229","0.00",,,"54","63","44",,"  180","  200","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-13","4.25"," 1748"," 1047","0.00",,,"54","66","41","    0","   30","  180","10.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-14","5.59"," 1045"," 2205","0.00",,,"53","65","41","    0","  190","  180","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-15","10.96"," 1047"," 1532","0.00",,,"52","61","42","    0","  180","  180","19.9","23.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-16","6.49"," 1057"," 1031","0.00",,,"56","63","48","    0","  180","  180","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-17","2.91"," 1211"," 1408","0.00",,,"57","68","45","    0","  320","  310","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-18","7.83"," 2210"," 2152","0.00",,,"58","71","45",,"  180","  180","23.0","28.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-19","7.61"," 0059"," 0047","0.00",,,"56","63","48",,"  180","  170","19.9","25.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-20","8.05"," 2357"," 2358","0.00",,,"56","65","47",,"  180","  180","17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-21","12.75"," 1837"," 2248","0.01",,,"55","57","53",,"  180","  170","17.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-22","7.38"," 0037"," 0041","0.21",,,"52","57","46",,"  180","  170","17.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-23","4.70"," 1042"," 1042","0.56",,,"57","68","45",,"  180","  180","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-24","4.70"," 1006"," 2155","0.00",,,"57","70","44",,"  180","  190","10.1","13.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-25","8.50"," 2154"," 0422","0.52",,,"58","63","52",,"  180","  180","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-26","12.30"," 1633"," 1541","0.00",,,"56","62","50",,"  180","  180","17.9","23.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-27","6.71"," 0736"," 0738","1.28",,,"52","55","49","    0","  170","  160","17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-28","7.83"," 1938"," 1940","0.07",,,"53","59","46","    0","  190","  180","15.0","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-29","10.51"," 0848"," 0842","0.08",,,"55","60","50","    0","  180","  180","17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-30","6.93"," 1518"," 1456","0.09",,,"55","61","48","    0","  180","  180","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-05-31","8.72"," 0655"," 0654","0.00",,,"55","60","49","    0","  180","  180","16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-01","4.25"," 0956"," 1147","0.01",,,"57","63","50","    0","  190","  200","12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-02","3.80"," 1348"," 0903","0.00",,,"57","67","47","    0","  280","   20","13.0","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-03","5.59"," 2233"," 2315","0.00",,,"59","73","45",,"  190","  200","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-04","6.93"," 2136"," 2133","0.00",,,"64","74","54",,"  190","  190","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-05","6.49"," 0155"," 0137","0.32",,,"57","62","52",,"  180","  190","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-06","6.71"," 1010"," 1011","0.01",,,"58","65","51",,"  180","  180","16.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-07","4.92"," 1752"," 0332","0.03",,,"57","64","50","    0","  280","  170","8.9","13.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-08","5.82"," 2130"," 2129","0.01",,,"59","71","47",,"  180","  170","21.9","29.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-09","9.62"," 0115"," 0036","0.13",,,"59","65","53",,"  190","  200","17.0","23.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-10","11.41"," 1048"," 1035","0.19",,,"55","58","52",,"  180","  170","16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-11","10.74"," 1411"," 1519","0.00",,,"56","60","51","    0","  170","  190","19.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-12","5.59"," 2358"," 2357","0.19",,,"54","61","47","    0","  160","  170","17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-13","10.29"," 0214"," 0218","0.15",,,"56","59","52","    0","  150","  160","19.9","23.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-14","8.95"," 1534"," 1537","0.01",,,"55","61","48","    0","  180","  190","19.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-15","3.80"," 1409"," 1437","0.01",,,"56","66","45","    0","  310","  290","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-16","3.13"," 1323"," 1322","0.00",,,"58","74","42","    0","  280","  270","12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-17","5.37"," 0959"," 0959","0.00",,,"66","83","49","    0","   10","   10","16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-18","4.03"," 1333"," 1333","0.00",,,"66","80","51","    0","  170","  170","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-19","4.25"," 2341"," 2322","0.00",,,"66","82","49","    0","  180","  180","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-20","6.49"," 0311"," 0323","0.00",,,"67","78","55","    0","  180","  200","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-21","4.25"," 0003"," 0019","0.00",,,"67","83","51","    0","  190","  200","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-22","12.30"," 2318"," 2316","0.00",,,"63","71","54","    0","  170","  180","23.0","30.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-23","9.84"," 0020"," 0019","0.00",,,"60","64","56","    0","  180","  180","21.9","28.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-24","8.50"," 1023"," 1401","0.00",,,"60","63","57","    0","  180","  190","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-25","6.71"," 1101"," 1019","0.00",,,"61","66","55","    0","  190","  180","12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-26","7.83"," 2224"," 2221","0.00",,,"64","70","57","    0","  190","  200","13.0","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-27","6.49"," 0652"," 0739","0.00",,,"64","73","54","    0","  180","  180","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-28","5.59"," 0912"," 0912","0.00",,,"64","75","53","    0","  180","  180","12.1","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-29","7.83"," 2232"," 2212","0.00",,,"63","72","54","    0","  190","  180","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-06-30","9.84"," 1024"," 1049","0.00",,,"63","70","56",,"  190","  180","16.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-01","13.42"," 1720"," 2026","0.00",,,"63","68","57",,"  180","  180","17.9","23.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-02","8.05"," 0517"," 0548","0.00",,,"62","65","58",,"  170","  170","17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-03","10.96"," 1604"," 1556","0.00",,,"63","68","57",,"  180","  180","19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-04","9.40"," 1418"," 1132","0.00",,,"61","69","53",,"  180","  180","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-05","9.62"," 2318"," 2315","0.00",,,"62","70","53","    0","  180","  170","19.9","25.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-06","14.32"," 1455"," 1454","0.38",,,"62","67","56",,"  160","  160","21.9","28.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-07","10.51"," 1506"," 1506","0.01",,,"60","65","54","    0","  170","  170","17.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-08","7.16"," 0948"," 0943","0.00",,,"60","66","53","    0","  170","  190","17.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-09","6.71"," 0825"," 0819","0.01",,,"58","63","53","    0","  190","  190","12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-10","9.40"," 1932"," 1703","0.00",,,"61","67","55","    0","  180","  210","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-11","7.16"," 0857"," 0518","0.00",,,"62","71","53","    0","  170","  180","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-12","5.82"," 1017"," 0946","0.00",,,"65","79","50","    0","   40","  350","13.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-13","6.93"," 2331"," 1810","0.01",,,"66","78","53","    0","  180","  190","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-14","7.61"," 1832"," 1831","0.00",,,"67","76","57",,"  190","  190","17.9","23.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-15","11.63"," 0647"," 0657","0.00",,,"62","68","56",,"  180","  190","19.9","23.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-16","5.14"," 0944"," 1459","0.00",,,"67","77","57","    0","  190","  300","10.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-17","4.70"," 1743"," 1227","0.00",,,"68","82","54","    0","  190","  290","12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-18","7.16"," 0801"," 0758","0.00",,,"70","80","60","    0","  180","  180","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-19","8.05"," 0847"," 0847","0.00",,,"69","78","60","    0","  170","  160","21.9","29.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-20","6.49"," 1455"," 1455","0.00",,,"67","74","59","    0","  180","  180","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-21","5.59"," 1452"," 1215","0.00",,,"67","76","57","    0","  300","  310","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-22","4.25"," 1311"," 1449","0.00",,,"69","83","54","    0","  280","  290","14.1","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-23","3.58"," 1344"," 1419","0.00",,,"73","88","57","    0","  290","  280","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-24","4.47"," 2352"," 2333","0.00",,,"72","86","58","    0","  190","  190","10.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-25","8.72"," 1352"," 1227","0.00",,,"67","73","60",,"  180","  180","16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-26","4.47"," 0914"," 0913","0.00",,,"64","73","54",,"  280","  260","12.1","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-27","2.46"," 1233"," 1241","0.00",,,"65","75","54",,"  300","  320","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-28","5.59"," 2135"," 2349","0.00",,,"67","76","57","    0","  180","  200","10.1","13.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-29","7.38"," 2051"," 2050","0.00",,,"70","79","61","    0","  190","  180","16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-30","9.40"," 0827"," 0905","0.00",,,"66","74","58","    0","  180","  180","16.1","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-07-31","6.04"," 1130"," 0715","0.00",,,"66","76","56","    0","  190","  190","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-01","3.80"," 1651"," 1127","0.00",,,"64","76","52",,"  270","  250","8.9","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-02","13.87"," 2003"," 2148","0.00",,,"63","70","55",,"  180","  170","21.9","28.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-03","9.40"," 0555"," 0605","0.02",,,"66","72","60",,"  180","  180","17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-04","6.71"," 0848"," 0502","0.01",,,"60","67","53",,"  190","  190","13.0","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-05","7.38"," 1307"," 1307","0.00",,,"61","69","53",,"  180","  180","19.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-06","5.14"," 2016"," 2015","0.30",,,"60","66","54",,"  170","  160","17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-07","5.59"," 0925"," 0041","0.01",,,"63","72","54",,"  190","  200","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-08","5.14"," 1337"," 1720","0.00",,,"66","81","51",,"  280","  310","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-09","3.80"," 1342"," 1317","0.01",,,"71","89","52",,"  280","  270","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-10","6.93"," 0949"," 0948","0.00",,,"67","78","56",,"  170","  170","17.9","23.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-11","4.47"," 1521"," 1335","0.00",,,"67","83","51",,"  280","  260","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-12","7.38"," 2340"," 2335","0.00",,,"69","79","58",,"  190","  190","13.0","17.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-13","6.26"," 0556"," 2354","0.00",,,"67","79","55",,"  180","  200","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-14","4.25"," 1928"," 1912","0.00",,,"68","80","55",,"  200","  200","10.1","14.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-15","10.74"," 0618"," 0610","0.00",,,"68","74","62",,"  180","  180","21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-16","10.96"," 1559"," 0944","0.00",,,"66","72","59",,"  180","  210","17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-17","9.62"," 0900"," 0627","0.00",,,"68","74","61",,"  190","  150","17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-18","6.93"," 2148"," 2147","0.00",,,"67","77","56","    0","  190","  200","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-19","6.49"," 2330"," 2340","0.00",,,"68","78","57","    0","  200","  190","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-20","9.17"," 1044"," 1044","0.00",,,"66","72","59","    0","  190","  190","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-21","8.28"," 2237"," 2009","0.75",,,"64","68","60","    0","  180","  180","16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-22","10.29"," 1600"," 1713","0.27",,,"62","67","56","    0","  170","  170","17.9","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-23","6.26"," 0308"," 0639","0.00",,,"64","71","56","    0","  180","  200","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-24","6.93"," 2357"," 2339","1.12",,,"60","62","58",,"  170","  160","19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-25","8.28"," 0006"," 0004","0.51",,,"60","61","59",,"  160","  170","19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-26","8.05"," 2247"," 2236","0.07",,,"63","67","59",,"  190","  180","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-27","11.41"," 0522"," 0521","0.00",,,"63","67","59",,"  170","  180","17.9","21.9",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-28","11.41"," 2006"," 2005","0.01",,,"63","66","60",,"  180","  180","16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00024217","BELLINGHAM INTERNATIONAL AIRPORT, WA US","2004-08-29","7.61"," 1248"," 1300","0.00",,,"65","70","60",,"  190","  180","15.0","17.9",,,,,,,,,,,,,,,,,,
